champions,traits,items,cost_total,placement
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:1,TFT14_MissFortune:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,56,3
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Darius:2,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Urgot:1,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,46,7
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,59,5
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Chogath:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,64,2
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Samira:1,TFT14_Zac:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_Virus",,55,6
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,59,4
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,43,8
"TFT14_KogMaw:2,TFT14_Skarner:2,TFT14_Jarvan:2,TFT14_Fiddlesticks:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Urgot:2,TFT14_Kobuko:2,TFT14_Aurora:1,TFT14_Viego:2,TFT14_Gragas:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Immortal,TFT14_Techie,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,90,1
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Urgot:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,74,2
"TFT14_Shaco:2,TFT14_Morgana:1,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Senna:2,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Strong,TFT14_Thirsty,TFT14_Vanguard",,46,6
"TFT14_NidaleeCougar:2,TFT14_Kindred:1,TFT14_Shyvana:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Yuumi:2,TFT14_Sejuani:2,TFT14_Annie:2,TFT14_SummonLevel2:2","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_HotRod,TFT14_Marksman,TFT14_Supercharge",,45,8
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Draven:3,TFT14_MissFortune:1","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,36,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Chogath:2,TFT14_Samira:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,51,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,50,4
"TFT14_NidaleeCougar:2,TFT14_Ekko:2,TFT14_Naafiri:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Ziggs:1,TFT14_Annie:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge",,55,3
"TFT14_Sylas:2,TFT14_Vi:1,TFT14_Vayne:3,TFT14_Rhaast:2,TFT14_Skarner:1,TFT14_Senna:3,TFT14_Jarvan:2,TFT14_Zed:2,TFT14_Leona:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Strong,TFT14_Vanguard",,50,1
"TFT14_Morgana:3,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Zac:1,TFT14_Urgot:1,TFT14_Kobuko:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Virus",,63,5
"TFT14_Sylas:2,TFT14_Vayne:3,TFT14_Rhaast:3,TFT14_Braum:1,TFT14_Senna:3,TFT14_Jarvan:3,TFT14_Zed:2,TFT14_Leona:2,TFT14_Garen:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Netgod,TFT14_Strong,TFT14_Vanguard",,62,2
"TFT14_Jax:2,TFT14_Jhin:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:1,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Swift,TFT14_Thirsty",,61,4
"TFT14_DrMundo:1,TFT14_Alistar:2,TFT14_KogMaw:1,TFT14_Skarner:1,TFT14_Fiddlesticks:2,TFT14_Gragas:1,TFT14_Chogath:2,TFT14_Urgot:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Vanguard",,39,7
"TFT14_DrMundo:2,TFT14_Shaco:3,TFT14_Darius:2,TFT14_Vayne:2,TFT14_Braum:2,TFT14_Senna:1,TFT14_Jarvan:2,TFT14_Zed:2,TFT14_Renekton:2,TFT14_Garen:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,66,3
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Jinx:2,TFT14_Braum:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:1","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,49,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:2,TFT14_Garen:1,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Renekton:2","TFT14_AnimaSquad,TFT14_Controller,TFT14_Divinicorp,TFT14_Netgod,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,97,1
"TFT14_Morgana:1,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Varus:3,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:1,TFT14_Kobuko:1,TFT14_Varus:3","TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,53,8
"TFT14_NidaleeCougar:2,TFT14_Ekko:2,TFT14_Naafiri:3,TFT14_Yuumi:3,TFT14_Neeko:1,TFT14_Annie:2,TFT14_Samira:1,TFT14_Zac:1","TFT14_Controller,TFT14_Immortal,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Virus",,50,4
"TFT14_Morgana:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2,TFT14_Urgot:1,TFT14_Viego:1,TFT14_Graves:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_ViegoUniqueTrait",,72,3
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,60,5
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift",,46,6
"TFT14_DrMundo:1,TFT14_Alistar:2,TFT14_Senna:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Chogath:2,TFT14_Garen:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Strong",,45,7
"TFT14_Zyra:3,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,73,1
"TFT14_Alistar:2,TFT14_Jarvan:1,TFT14_Yuumi:2,TFT14_Xayah:1,TFT14_Annie:1,TFT14_Leona:2,TFT14_Aphelios:1,TFT14_Viego:1,TFT14_Jax:2","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Supercharge,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,45,8
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Kobuko:2,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Neeko:2","TFT14_AnimaSquad,TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,94,2
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1,TFT14_Viego:1","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,66,6
"TFT14_Senna:2,TFT14_Varus:1,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Zed:2,TFT14_Chogath:2,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Strong",,58,7
"TFT14_Morgana:2,TFT14_Jax:1,TFT14_Jhin:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,43,8
"TFT14_KogMaw:2,TFT14_TwistedFate:2,TFT14_Draven:2,TFT14_Galio:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Renekton:2,TFT14_Garen:2,TFT14_Urgot:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_BallisTek,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Swift",,87,2
"TFT14_Jhin:1,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Viego:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,83,5
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Urgot:1,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Urgot:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,91,1
"TFT14_Kindred:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Sejuani:1,TFT14_Zeri:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift,TFT14_Thirsty",,48,4
"TFT14_Morgana:4,TFT14_Sylas:2,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Gragas:1,TFT14_MissFortune:2,TFT14_Leona:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Thirsty,TFT14_Vanguard",,57,3
"TFT14_Morgana:1,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,59,4
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,58,6
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Samira:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,43,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:3,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:2","TFT14_Controller,TFT14_Cutter,TFT14_StreetDemon,TFT14_Techie",,38,7
"TFT14_NidaleeCougar:2,TFT14_Jax:2,TFT14_Ekko:2,TFT14_Naafiri:3,TFT14_Yuumi:3,TFT14_Neeko:2,TFT14_Sejuani:2,TFT14_Annie:2,TFT14_Samira:1","TFT14_Armorclad,TFT14_Controller,TFT14_EdgeRunner,TFT14_StreetDemon,TFT14_Supercharge",,60,1
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:1,TFT14_Aphelios:2,TFT14_Garen:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Vanguard",,61,5
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_Virus",,59,2
"TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:1,TFT14_MissFortune:2,TFT14_Zac:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard,TFT14_Virus",,54,3
"TFT14_Shaco:1,TFT14_Kindred:1,TFT14_Alistar:2,TFT14_Darius:1,TFT14_Vayne:1","TFT14_Bruiser,TFT14_Strong",,8,8
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:1,TFT14_Viego:2,TFT14_Viego:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,81,4
"TFT14_Gragas:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Chogath:2,TFT14_Renekton:1,TFT14_Garen:1,TFT14_Urgot:2,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord",,71,7
"TFT14_Jax:2,TFT14_Darius:1,TFT14_Darius:1,TFT14_Jhin:2,TFT14_Mordekaiser:2,TFT14_MissFortune:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_EdgeRunner,TFT14_Mob,TFT14_Swift,TFT14_Techie,TFT14_Thirsty",,60,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Garen:1,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_Netgod,TFT14_StreetDemon,TFT14_Techie",,73,2
"TFT14_Sylas:2,TFT14_Vayne:3,TFT14_Rhaast:3,TFT14_Senna:3,TFT14_Jarvan:2,TFT14_Zed:2,TFT14_Leona:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Strong,TFT14_Vanguard",,49,3
"TFT14_Jhin:1,TFT14_Rhaast:2,TFT14_Skarner:1,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,64,5
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Aphelios:2,TFT14_Zac:2,TFT14_Garen:2,TFT14_Kobuko:2,TFT14_Viego:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Immortal,TFT14_Netgod,TFT14_ViegoUniqueTrait,TFT14_Virus",,102,1
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Zac:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie,TFT14_Virus",,72,2
"TFT14_DrMundo:1,TFT14_Vayne:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Jarvan:2,TFT14_Vex:2,TFT14_Zed:2,TFT14_Renekton:1,TFT14_Garen:2","TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,62,4
"TFT14_Jax:2,TFT14_TwistedFate:2,TFT14_Darius:1,TFT14_Mordekaiser:2,TFT14_MissFortune:2,TFT14_Sejuani:2,TFT14_Zeri:1,TFT14_Aurora:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_EdgeRunner,TFT14_Mob,TFT14_Swift,TFT14_Thirsty",,53,5
"TFT14_DrMundo:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Jarvan:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Zed:2,TFT14_Renekton:2,TFT14_Garen:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,72,3
"TFT14_Alistar:2,TFT14_KogMaw:2,TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:2,TFT14_Gragas:2,TFT14_Chogath:1,TFT14_Chogath:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,36,7
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:2,TFT14_Gragas:2,TFT14_Kobuko:1,TFT14_Viego:1,TFT14_DrMundo:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Immortal,TFT14_Techie,TFT14_ViegoUniqueTrait",,37,8
"TFT14_TwistedFate:2,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,43,6
"TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Rengar:3,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:2,TFT14_Garen:2,TFT14_Urgot:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cutter,TFT14_Netgod,TFT14_StreetDemon",,83,1
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,40,7
"TFT14_Zyra:3,TFT14_DrMundo:3,TFT14_Alistar:2,TFT14_Seraphine:3,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Brand:2,TFT14_Chogath:2,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,50,1
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,71,2
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Jhin:1,TFT14_Vayne:2,TFT14_Illaoi:2,TFT14_Xayah:2,TFT14_Sejuani:2,TFT14_Leona:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Armorclad,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,58,5
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:1,TFT14_Jinx:2,TFT14_Jarvan:3,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,53,3
"TFT14_Kindred:2,TFT14_KogMaw:2,TFT14_TwistedFate:2,TFT14_Darius:1,TFT14_Braum:1,TFT14_Draven:2,TFT14_Zeri:2","TFT14_Mob,TFT14_Swift",,29,8
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,47,6
"TFT14_Alistar:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Garen:1,TFT14_Urgot:2,TFT14_Kobuko:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Netgod",,69,4
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Zac:1,TFT14_Viego:2,TFT14_Jarvan:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait,TFT14_Virus",,73,1
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:2,TFT14_MissFortune:2","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,41,6
"TFT14_Jax:2,TFT14_Draven:2,TFT14_Senna:1,TFT14_Galio:2,TFT14_Zed:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Renekton:2,TFT14_Aurora:2,TFT14_Viego:1,TFT14_Shyvana:3","TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift,TFT14_ViegoUniqueTrait",,88,5
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:1,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Leona:1,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,62,2
"TFT14_Zyra:3,TFT14_DrMundo:3,TFT14_Alistar:3,TFT14_Seraphine:3,TFT14_Veigar:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:1,TFT14_Gragas:2,TFT14_Brand:2,TFT14_DrMundo:3","TFT14_Bruiser,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,44,3
"TFT14_NidaleeCougar:3,TFT14_Kindred:3,TFT14_Shyvana:3,TFT14_Naafiri:3,TFT14_Elise:3,TFT14_Yuumi:1,TFT14_Annie:1,TFT14_Viego:1,TFT14_SummonLevel4:4,TFT14_Shyvana:3,TFT14_Jarvan:1","TFT14_HotRod,TFT14_Immortal,TFT14_Supercharge,TFT14_Techie,TFT14_ViegoUniqueTrait",,83,4
"TFT14_KogMaw:2,TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Garen:1,TFT14_Urgot:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Netgod,TFT14_Techie",,59,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:3,TFT14_Rengar:3,TFT14_Neeko:2,TFT14_Brand:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,46,8
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1,TFT14_Viego:1","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,66,6
